"","OBJECTID","CMM","CM","TYPE_","NIVEAU","GISEMENT","TRANCHE","ZONE_","RAPPORT_MIN","MINR_PASSANT","X","Y","Z","PT","PP","BPL_B","RP","CO2_B","CAO_B","SIO2_B","FE2O3_B","AL2O3_B","F_B","CORG_B","NA2O_B","K2O_B","MGO_B","CD_B","U_B","AS_B","V_B","ZN_B","TI_B","TR_B","SR_B","CL_B","Mo_B","Cr_B","SIO2_L","MGO_L","CD_L","CO2_L","SO3_B","AS_L","CL_L","SIO2R_B","Th_B","ORDRE","OBS"
"7944",7944,"CMM670","CM1307","GEOCHIMIE","C2S","G11","T4","Zone1","0","0","371381","268446,662","667,7015","1,265","1,265","39,2955","45,977","20,5275","0","0","0","0","0","3,335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7945",7945,"CMM671","CM1308","GEOCHIMIE","C2S","G11","T2","Zone1","0","0","372531","268446,662","696,8655","1,035","1,035","35,6845","71,2195","22,149","0","7,705","0","0","0","0","0","0","0","4,6","0","0","0","0","0","0","0","274,85","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7946",7946,"CMM672","CM1309","GEOCHIMIE","C2S","G11","T3","Zone1","0","0","373681","268446,662","666,8505","1,61","1,61","38,4445","37,0185","22,8275","0","0","0","0","0","2,8405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7948",7948,"CMM1274","CM191","GEOCHIMIE","C2S","G11","T2","Zone1","0","0","375315,15","269269,05","662,975","1,955","1,955","35,443","47,4145","24,909","0","0","0","0","0","0,4715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7949",7949,"CMM1275","CM192","GEOCHIMIE","C2S","G11","T2","Zone1","0","0","373049,65","269196,6","685,285","2,76","2,76","38,939","46,9315","22,31","0","0","0","0","0","2,3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7950",7950,"CMM1276","CM193","GEOCHIMIE","C2S","G11","T4","Zone1","0","0","370757,7","269204,65","663,55","1,495","1,495","38,249","77,418","22,356","0","0","0","0","0","3,2545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7951",7951,"CMM1277","CM194","GEOCHIMIE","C2S","G11","T3","Zone1","0","0","368418,6","269093,1","653,085","1,15","1,15","44,16","56,2925","19,7225","0","0","0","0","0","0,92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7952",7952,"CMM1288","CM203","GEOCHIMIE","C2S","G11","T2","Zone1","0","0","372212,0245","276513,337","675,625","0,69","0,69","43,861","61,456","20,5275","0","8,7745","0","0","0","0","0","0","0","9,2","0","0","0","0","0","0","0","296,7","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7954",7954,"CMM1575","CM456","GEOCHIMIE","C2S","G11","T1","Zone3","0","0","404543,55","279118,064","792,649","0,9775","0,9775","59,133","79,3155","13,2825","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,3795","0","0","0","0","0","0","0","23","0"
"7955",7955,"CMM1586","CM466","GEOCHIMIE","C2S","G11","T1","Zone3","0","0","403900,631","278164,898","790,97","1,3225","1,3225","76,015","104,397","6,141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7956",7956,"CMM1611","CM483","GEOCHIMIE","C2S","G11","T2","Zone3","0","0","406221,6185","277995,388","786,8645","0,92","0,92","45,31","65,458","24,15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,138","0","0","0","0","0","0","0","23","0"
"7957",7957,"CMM1617","CM489","GEOCHIMIE","C2S","G11","T2","Zone3","0","0","403173,4975","277238,941","790,2455","0,7475","0,7475","66,3895","70,288","8,2455","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,667","0","0","0","0","0","0","0","23","0"
"7960",7960,"CMM49","CM689","GEOCHIMIE","C3IA","G11","T4","Zone3","0","0","401634,142","280989,4705","833,7385","0,6325","0,5175","45,563","73,8185","14,49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,713","0","0","0","0","0","0","0","43,7","0"
"7961",7961,"CMM50","CM690","GEOCHIMIE","C3IA","G11","T4","Zone3","0","0","402759,969","280984,6405","838,718","0,92","0,92","40,894","74,6695","16,5025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,1965","0","0","0","0","0","0","0","43,7","0"
"7962",7962,"CMM52","CM692","GEOCHIMIE","C3IA","G11","T3","Zone3","0","0","403832,1945","280984,1575","824,504","1,15","1,15","45,54","41,2505","16,5025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5,566","0","0","0","0","0","0","0","43,7","0"
"7963",7963,"CMM56","CM696","GEOCHIMIE","C3IA","G11","T4","Zone3","0","0","401110,5815","279981,9325","827,7125","0,46","0,46","49,45","66,3665","14,0875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,6225","0","0","0","0","0","0","0","43,7","0"
"7964",7964,"CMM57","CM697","GEOCHIMIE","C3IA","G11","T4","Zone3","0","0","402168,639","279964,142","830,3","1,495","1,495","43,3205","51,8995","17,2155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5,129","0","0","0","0","0","0","0","43,7","0"
"7966",7966,"CMM60","CM700","GEOCHIMIE","C3IA","G11","T4","Zone3","0","0","404422,0525","280106,8685","820,2835","0,69","0,69","37,03","64,0665","15,295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,2315","0","0","0","0","0","0","0","43,7","0"
"7970",7970,"CMM71","CM711","GEOCHIMIE","C3IA","G11","T4","Zone3","0","0","401654,497","276953,9595","818,869","1,725","1,725","45,172","60,2715","14,352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6,486","0","0","0","0","0","0","0","43,7","0"
"7972",7972,"CMM75","CM715","GEOCHIMIE","C3IA","G11","T4","Zone3","0","0","402230,5205","275895,3155","814,7865","0,805","0,805","44,62","65,5155","12,075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7,406","0","0","0","0","0","0","0","43,7","0"
"7974",7974,"CMM84","CM724","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","404659,9875","274937,538","762,7605","2,185","2,185","55,154","55,0965","12,2935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,932","0","0","0","0","0","0","0","43,7","0"
"7975",7975,"CMM87","CM727","GEOCHIMIE","C3IA","G11","T3","Zone3","0","0","404119,683","273948,262","776,5605","1,0925","1,0925","47,5065","47,5065","12,4775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,243","0","0","0","0","0","0","0","43,7","0"
"7976",7976,"CMM90","CM730","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","407026,1585","272963,034","717,2435","1,6675","1,6675","50,163","55,4875","15,1685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,4265","0","0","0","0","0","0","0","43,7","0"
"7977",7977,"CMM92","CM731","GEOCHIMIE","C3IA","G11","T2","Zone3","0","0","405890,9935","272945,002","756,493","1,84","1,84","56,925","55,9015","13,685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,99","0","0","0","0","0","0","0","43,7","0"
"7978",7978,"CMM93","CM732","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","404679,9975","272940,517","747,109","1,84","1,84","54,027","47,932","13,7425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,1855","0","0","0","0","0","0","0","43,7","0"
"7979",7979,"CMM95","CM734","GEOCHIMIE","C3IA","G11","T3","Zone1","0","0","403488,6435","272923,336","776,204","1,15","1,15","53,728","44,9305","13,3745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,9895","0","0","0","0","0","0","0","43,7","0"
"7980",7980,"CMM100","CM739","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","406485,67","271979,002","731,124","1,84","1,84","50,301","59,6275","13,2365","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5,1635","0","0","0","0","0","0","0","43,7","0"
"7981",7981,"CMM102","CM741","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","404068,3125","271961,7865","746,373","1,725","1,725","48,6795","59,34","11,6725","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8,372","0","0","0","0","0","0","0","43,7","0"
"7983",7983,"CMM107","CM746","GEOCHIMIE","C3IA","G11","T1","Zone1","0","0","403489,9085","270948,1075","738,737","1,84","1,84","54,9585","60,8235","15,134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,646","0","0","0","0","0","0","0","43,7","0"
"7985",7985,"CMM120","CM759","GEOCHIMIE","C3IA","G11","T2","Zone3","0","0","399298,5265","280919,8725","812,9925","0,575","0,575","40,112","40,7675","17,3075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,979","0","0","0","0","0","0","0","43,7","0"
"7986",7986,"CMM121","CM760","GEOCHIMIE","C3IA","G11","T2","Zone3","0","0","398145,318","280913,95","814,2575","1,38","1,38","56,212","81,3625","15,3985","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,1275","0","0","0","0","0","0","0","43,7","0"
"7990",7990,"CMM127","CM766","GEOCHIMIE","C3IA","G11","T2","Zone3","0","0","397573,837","279914,37","810,2325","0,92","0,92","46","41,239","18,515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,243","0","0","0","0","0","0","0","43,7","0"
"7991",7991,"CMM128","CM767","GEOCHIMIE","C3IA","G11","T2","Zone3","0","0","396422,687","279913,8985","817,995","1,2075","1,2075","47,173","57,5575","14,7545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,8865","0","0","0","0","0","0","0","43,7","0"
"7992",7992,"CMM129","CM768","GEOCHIMIE","C3IA","G11","T2","Zone3","0","0","395272,5375","279911,84","814,545","0,5175","0,5175","39,6405","49,128","19,32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7,8085","0","0","0","0","0","0","0","43,7","0"
"7993",7993,"CMM130","CM769","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","394122,1465","279913,036","800,6875","0,575","0,575","43,0215","81,075","18,1125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,483","0","0","0","0","0","0","0","43,7","0"
"7994",7994,"CMM131","CM770","GEOCHIMIE","C3IA","G11","T4","Zone3","0","0","400448,883","278923,921","819,858","0,92","0,92","44,873","53,8085","13,915","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5,359","0","0","0","0","0","0","0","43,7","0"
"7995",7995,"CMM132","CM771","GEOCHIMIE","C3IA","G11","T2","Zone3","0","0","399298,745","278919,7925","809,3355","1,265","1,265","46,3565","76,843","16,4105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,621","0","0","0","0","0","0","0","43,7","0"
"7996",7996,"CMM133","CM772","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","398142,236","278918,9415","797,41","0,805","0,805","53,705","78,752","13,685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,805","0","0","0","0","0","0","0","43,7","0"
"7998",7998,"CMM135","CM774","GEOCHIMIE","C3IA","G11","T2","Zone3","0","0","395846,284","278915,1465","800,4","0,9775","0,9775","36,57","87,5725","19,665","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,621","0","0","0","0","0","0","0","43,7","0"
"7999",7999,"CMM136","CM775","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","393545,663","278916,4575","795,248","1,4375","1,4375","41,3425","80,891","19,0095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,4945","0","0","0","0","0","0","0","43,7","0"
"8000",8000,"CMM137","CM776","GEOCHIMIE","C3IA","G11","T3","Zone3","0","0","399877,448","246871,1785","808,381","1,2075","1,2075","34,983","74,037","17,135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,506","0","0","0","0","0","0","0","43,7","0"
"8001",8001,"CMM138","CM777","GEOCHIMIE","C3IA","G11","T2","Zone3","0","0","398734,5665","277926,0085","804,816","1,955","1,955","47,725","70,61","16,744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,3925","0","0","0","0","0","0","0","43,7","0"
"8002",8002,"CMM139","CM778","GEOCHIMIE","C3IA","G11","T2","Zone3","0","0","397572,043","277924,6285","796,444","1,035","1,035","55,522","67,9765","10,465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,6795","0","0","0","0","0","0","0","43,7","0"
"8004",8004,"CMM141","CM780","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","395271,192","277919,6145","795,087","1,38","1,38","51,865","77,211","12,88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,506","0","0","0","0","0","0","0","43,7","0"
"8005",8005,"CMM142","CM781","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","394125,6425","277918,5105","795,7885","0,6325","0,6325","63,6525","72,4615","8,05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,6095","0","0","0","0","0","0","0","43,7","0"
"8006",8006,"CMM143","CM782","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","392978,23","277919,235","776,9745","0,69","0,69","38,617","78,407","17,3075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,391","0","0","0","0","0","0","0","43,7","0"
"8007",8007,"CMM144","CM783","GEOCHIMIE","C3IA","G11","T4","Zone3","0","0","400448,5495","276923,6225","815,7065","1,035","1,035","59,8","70,2305","10,0625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,943","0","0","0","0","0","0","0","43,7","0"
"8010",8010,"CMM147","CM786","GEOCHIMIE","C3IA","G11","T2","Zone3","0","0","396994,904","276927,383","797,6975","1,035","1,035","47,587","83,513","15,962","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,6325","0","0","0","0","0","0","0","43,7","0"
"8011",8011,"CMM148","CM787","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","395852,5055","276922,9325","777,929","1,3225","1,3225","52,9575","60,6165","5,5085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,334","0","0","0","0","0","0","0","43,7","0"
"8012",8012,"CMM149","CM788","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","394697,503","276923,289","782,276","0,8625","0,8625","43,769","86,158","19,159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,7245","0","0","0","0","0","0","0","43,7","0"
"8013",8013,"CMM150","CM789","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","393554,242","276927,2565","777,515","1,6675","1,6675","44,3785","67,8385","13,018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,415","0","0","0","0","0","0","0","43,7","0"
"8014",8014,"CMM151","CM790","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","392401,022","276920,46","768,499","1,265","1,265","44,344","79,695","18,7335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,5405","0","0","0","0","0","0","0","43,7","0"
"8016",8016,"CMM153","CM792","GEOCHIMIE","C3IA","G11","T3","Zone3","0","0","398726,114","275931,7475","810,3705","1,15","1,15","62,56","65,7225","8,05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,0595","0","0","0","0","0","0","0","43,7","0"
"8020",8020,"CMM157","CM796","GEOCHIMIE","C3IA","G11","T2","Zone3","0","0","394131,519","275927,6535","783,219","1,15","1,15","44,229","84,801","18,515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,506","0","0","0","0","0","0","0","43,7","0"
"8022",8022,"CMM159","CM798","GEOCHIMIE","C3IA","G11","T2","Zone3","0","0","391833,037","275893,0155","780,114","0,9775","0,9775","48,9325","85,192","16,054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,6325","0","0","0","0","0","0","0","43,7","0"
"8024",8024,"CMM161","CM800","GEOCHIMIE","C3IA","G11","T1","Zone3","0","0","389531,818","275917,6715","763,255","0,23","0,23","49,3235","67,8385","14,0875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,3565","0","0","0","0","0","0","0","43,7","0"
"8025",8025,"CMM168","CM807","GEOCHIMIE","C3IA","G11","T2","Zone1","0","0","389781","274422,269","764,5545","0,7475","0,7475","53,889","65,803","14,8925","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,633","0","0","0","0","0","0","0","43,7","0"
"8026",8026,"CMM169","CM808","GEOCHIMIE","C3IA","G11","T3","Zone1","0","0","392081","274422,269","775,1805","0,92","0,92","49,358","59,639","17,3075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,1165","0","0","0","0","0","0","0","43,7","0"
"8027",8027,"CMM170","CM809","GEOCHIMIE","C3IA","G11","T2","Zone1","0","0","394381","274422,269","787,5775","0,6325","0,6325","47,8745","71,001","15,4445","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,587","0","0","0","0","0","0","0","43,7","0"
"8028",8028,"CMM171","CM810","GEOCHIMIE","C3IA","G11","T2","Zone1","0","0","396681","274422,269","796,5475","0,8625","0,8625","56,097","73,324","12,88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,46","0","0","0","0","0","0","0","43,7","0"
"8029",8029,"CMM172","CM811","GEOCHIMIE","C3IA","G11","T3","Zone1","0","0","398981","274422,269","801,895","0,46","0,46","56,35","57,5805","11,6725","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,5405","0","0","0","0","0","0","0","43,7","0"
"8030",8030,"CMM174","CM813","GEOCHIMIE","C3IA","G11","T4","Zone1","0","0","401286,888","274428,9505","809,094","0,92","0,92","53,7855","56,994","14,49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,2195","0","0","0","0","0","0","0","43,7","0"
"8031",8031,"CMM176","CM815","GEOCHIMIE","C3IA","G11","T4","Zone1","0","0","403578,539","274426,087","796,996","1,0925","1,0925","54,28","57,339","14,0875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,4155","0","0","0","0","0","0","0","43,7","0"
"8033",8033,"CMM181","CM820","GEOCHIMIE","C3IA","G11","T2","Zone1","0","0","393231","272430,4","753,7675","0,575","0,575","50,393","69,414","16,307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,898","0","0","0","0","0","0","0","43,7","0"
"8035",8035,"CMM183","CM822","GEOCHIMIE","C3IA","G11","T3","Zone1","0","0","397831","272430,4","780,62","0,92","0,92","51,6925","61,663","15,3755","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,0935","0","0","0","0","0","0","0","43,7","0"
"8036",8036,"CMM184","CM823","GEOCHIMIE","C3IA","G11","T4","Zone1","0","0","400131","272430,4","799,388","1,035","1,035","43,9415","56,0165","14,49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,599","0","0","0","0","0","0","0","43,7","0"
"8040",8040,"CMM190","CM829","GEOCHIMIE","C3IA","G11","T3","Zone1","0","0","398982,058","270437,7145","775,1575","1,3225","1,3225","45,885","62,422","16,3875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5,106","0","0","0","0","0","0","0","43,7","0"
